date,close,open,high,low,volume,dividends,stock splits
2024-09-27,35909.35932396618,37326.031632261656,37717.80127894013,35636.121042084946,499103956.88483554,0.0,0.0
2024-09-30,37105.10916890598,35909.35932396618,37224.20538812217,35334.805253312625,632282203.629192,0.0,0.0
2024-10-01,35476.22007130399,37105.10916890598,37167.62833710361,34853.98725587815,468361321.7258017,0.0,0.0
2024-10-02,35812.58727573065,35476.22007130399,35931.28967175915,34740.71342321031,618774100.8226534,0.0,0.0
2024-10-03,33292.49402030302,35812.58727573065,36142.51075393794,32968.53646950068,501060398.3667055,0.0,0.0
2024-10-04,31701.401679514423,33292.49402030302,33670.78383390927,31621.933518633912,180685176.20786253,0.0,0.0
2024-10-07,31987.385561794865,31701.401679514423,32241.925733038755,31631.63623693185,303330128.4162789,0.0,0.0
2024-10-08,32947.10359098076,31987.385561794865,33231.67673934221,31408.489549362883,451441440.3279522,0.0,0.0
2024-10-09,33212.13591086822,32947.10359098076,33349.16172609295,32543.368628293007,264976745.84702495,0.0,0.0
2024-10-10,33116.137915373925,33212.13591086822,34358.91168955776,32933.00237323864,654881175.0455171,0.0,0.0
2024-10-11,32788.53047016946,33116.137915373925,33868.797058132564,32595.07544567302,1043008764.5815208,0.0,0.0
2024-10-14,31043.670464229774,32788.53047016946,33460.79744867439,31030.285292068656,892360650.78048,0.0,0.0
2024-10-15,30251.351401146298,31043.670464229774,31809.65799856324,29671.227952968547,436054836.21272916,0.0,0.0
2024-10-16,29771.05416164826,30251.351401146298,30364.356552308844,29685.71585108434,1022343183.577338,0.0,0.0
2024-10-17,31037.843846583808,29771.05416164826,31306.270121403588,29750.31718679471,522603562.86391515,0.0,0.0
2024-10-18,31492.981900541534,31037.843846583808,31640.014832795237,30404.738808220518,409913620.7796349,0.0,0.0
2024-10-21,29496.428797230663,31492.981900541534,32947.428964160616,29166.25156960564,357018681.7581553,0.0,0.0
2024-10-22,29906.755434265287,29496.428797230663,30408.998230264486,29210.836624399166,417070219.1174983,0.0,0.0
2024-10-23,29516.55411738584,29906.755434265287,29964.13943612762,28558.7767407338,399574820.39523184,0.0,0.0
2024-10-24,28810.16356548885,29516.55411738584,29939.61803428084,28677.15644612545,528317565.7668259,0.0,0.0
2024-10-25,29531.926295463934,28810.16356548885,30243.548110375927,28715.45721370742,525724038.04288644,0.0,0.0
2024-10-28,30757.993364864204,29531.926295463934,30851.86536229413,29421.454586964373,485904669.8618496,0.0,0.0
2024-10-29,31913.801075399722,30757.993364864204,32275.871483823226,30030.203902178982,603628249.1502036,0.0,0.0
2024-10-30,30958.52129962899,31913.801075399722,32594.643904902467,30914.268168091574,879903796.5808076,0.0,0.0
2024-10-31,30642.815050199944,30958.52129962899,31258.775405757762,30514.56497506187,779978620.5497516,0.0,0.0
2024-11-01,31077.56654844361,30642.815050199944,31581.74474930855,30363.400145446354,230912871.05960277,0.0,0.0
2024-11-04,32299.667655835314,31077.56654844361,33117.07936735281,30990.576186792034,135304646.20167664,0.0,0.0
2024-11-05,31764.468421176425,32299.667655835314,32726.81772295989,31551.757524403296,774060005.9527236,0.0,0.0
2024-11-06,31588.504688539237,31764.468421176425,31768.26712187645,31496.539498779235,244949016.46487832,0.0,0.0
2024-11-07,30333.495067164695,31588.504688539237,32289.743024090792,29844.990016339852,433593188.61546826,0.0,0.0
2024-11-08,29029.03970253914,30333.495067164695,30368.697834840452,28582.058401811126,270273099.9267281,0.0,0.0
2024-11-11,29984.263056752097,29029.03970253914,30371.637637640866,28971.13997328849,197058221.01959437,0.0,0.0
2024-11-12,31617.46950710767,29984.263056752097,32339.829443136896,29669.37395645244,636014146.5768546,0.0,0.0
2024-11-13,31578.402310101523,31617.46950710767,31873.05408520678,31012.337361688733,709149966.2773888,0.0,0.0
2024-11-14,32855.12240122477,31578.402310101523,33366.305141633704,30856.905177010416,363665410.02136433,0.0,0.0
2024-11-15,33359.74170458766,32855.12240122477,33454.986441646586,32579.670715652366,132816476.04667948,0.0,0.0
2024-11-18,32600.749669896115,33359.74170458766,33797.89768605872,32416.288821223756,369210601.83388376,0.0,0.0
2024-11-19,33101.15967032886,32600.749669896115,33787.74379062993,31835.190815206977,590158676.9577512,0.0,0.0
2024-11-20,35146.10167329746,33101.15967032886,35634.374627093544,33068.51352197672,231605074.86317834,0.0,0.0
2024-11-21,35150.973630153654,35146.10167329746,36157.74143982579,34853.40518808558,531747845.270922,0.0,0.0
2024-11-22,37360.30496070594,35150.973630153654,38144.0686266965,34159.106092022404,481465471.0487358,0.0,0.0
2024-11-25,33870.97531092191,37360.30496070594,37675.795496199775,33135.290664858854,648158452.4432938,0.0,0.0
2024-11-26,34997.99441076435,33870.97531092191,35339.56218572732,32753.839776869107,515058056.9454096,0.0,0.0
2024-11-27,35166.66250444606,34997.99441076435,35423.621113969086,34767.000061810024,298256833.1697732,0.0,0.0
2024-11-28,34821.54368257981,35166.66250444606,35479.15026249695,34559.309136015036,882514476.7021477,0.0,0.0
2024-11-29,34995.62928365388,34821.54368257981,35449.16779385709,34288.130135302796,448193319.25024843,0.0,0.0
2024-12-02,32498.552741936972,34995.62928365388,35021.09995721083,32153.244351497233,478586597.8592363,0.0,0.0
2024-12-03,32276.77804181181,32498.552741936972,32903.62288469851,32158.741518939383,304251743.5496267,0.0,0.0
2024-12-04,32766.881774688667,32276.77804181181,32899.81217722095,32003.67843037553,388715734.3431925,0.0,0.0
2024-12-05,34711.751064151926,32766.881774688667,34737.90885538891,32137.608031685722,311714618.52699685,0.0,0.0
2024-12-06,34085.90680590797,34711.751064151926,34836.16564095331,33639.82931814964,444974248.5540854,0.0,0.0
2024-12-09,33104.23605881519,34085.90680590797,34549.93376197965,32781.369859602244,1141779948.542986,0.0,0.0
2024-12-10,32527.77969706218,33104.23605881519,33390.63967300156,32479.390137337956,244334666.74985635,0.0,0.0
2024-12-11,33729.73405838796,32527.77969706218,34111.921235745096,31626.77467624393,216525590.87160137,0.0,0.0
2024-12-12,34205.016232768685,33729.73405838796,34462.02444077816,33188.328939566265,1012395522.2776475,0.0,0.0
2024-12-13,33573.64617026131,34205.016232768685,34706.575628020124,32805.38453557449,436953858.89125735,0.0,0.0
2024-12-16,34286.29053790457,33573.64617026131,34337.37658216077,33225.19801945319,347218086.0911235,0.0,0.0
2024-12-17,34464.66265956116,34286.29053790457,34853.10721556736,34262.84590688611,816022383.8150405,0.0,0.0
2024-12-18,35810.56773645959,34464.66265956116,36707.30299994759,34338.863479071115,358411465.78164,0.0,0.0
2024-12-19,34920.1847090505,35810.56773645959,36102.43829107736,34793.82459356811,1208934048.6659307,0.0,0.0
2024-12-20,34539.85445426871,34920.1847090505,35267.268869875414,34357.45532193705,680925142.8440733,0.0,0.0
2024-12-23,34080.103845267244,34539.85445426871,34835.48037874382,33440.3149421244,380137769.36029917,0.0,0.0
2024-12-24,32284.91783322774,34080.103845267244,34470.283115004546,31585.740509032326,1426734504.5114512,0.0,0.0
2024-12-25,32699.269936688313,32284.91783322774,33584.544841891206,32245.134172563136,358393656.1730325,0.0,0.0
2024-12-26,33074.83931875379,32699.269936688313,33882.29988801536,32151.24856674476,703126717.4886883,0.0,0.0
2024-12-27,33130.92589513508,33074.83931875379,33154.82237720273,32904.80553232518,563482192.9821398,0.0,0.0
2024-12-30,32886.191294925135,33130.92589513508,33259.99859950258,32660.87818883017,930163229.8697257,0.0,0.0
2024-12-31,31210.942796719333,32886.191294925135,33332.284237790605,30944.198186857786,1059174426.1539596,0.0,0.0
2025-01-01,30762.12549977803,31210.942796719333,31509.90888723909,30555.538496119367,492991294.94213384,0.0,0.0
2025-01-02,30409.683385060158,30762.12549977803,31528.80382991678,30116.508450580997,332879481.43592817,0.0,0.0
2025-01-03,29540.86484818399,30409.683385060158,30439.825371385363,28951.90011935503,610620414.6559331,0.0,0.0
2025-01-06,29404.44039609839,29540.86484818399,30077.481836476152,29317.761470782512,345720884.44804555,0.0,0.0
2025-01-07,29904.22065246637,29404.44039609839,30196.610414420782,29091.722515139074,1327673001.3584983,0.0,0.0
2025-01-08,32174.515452776264,29904.22065246637,32197.39089201693,29863.968512430856,519443012.4370537,0.0,0.0
2025-01-09,32437.28881918263,32174.515452776264,32855.93097168664,31479.489348741943,404167205.1124668,0.0,0.0
2025-01-10,32805.479696727474,32437.28881918263,32994.7126332049,32108.183832328104,532099017.40687954,0.0,0.0
2025-01-13,32761.911981058693,32805.479696727474,33300.65847155218,31876.878201866384,247380168.5459919,0.0,0.0
2025-01-14,30503.862482950524,32761.911981058693,33045.41319083728,30485.487893889742,298473879.39232594,0.0,0.0
2025-01-15,30518.888503121332,30503.862482950524,30901.454418987145,29849.199978564946,884211596.0193241,0.0,0.0
2025-01-16,30634.736200506566,30518.888503121332,31153.860272651666,30460.244437790036,349338827.11031,0.0,0.0
2025-01-17,33691.23570270535,30634.736200506566,33958.98206422168,30321.778632521655,287445693.63614553,0.0,0.0
2025-01-20,33496.06665667823,33691.23570270535,34419.75912540849,33073.69287140674,634486378.1576799,0.0,0.0
2025-01-21,33932.96014555832,33496.06665667823,35191.01336031043,33168.16161199134,877732185.646503,0.0,0.0
2025-01-22,33939.100963635254,33932.96014555832,34344.78959162807,33705.855275705035,695037706.0262095,0.0,0.0
2025-01-23,32513.58509872323,33939.100963635254,34232.88060145046,31592.048948426713,798323005.9699104,0.0,0.0
2025-01-24,34007.64226933124,32513.58509872323,34111.218692126065,32292.9935986993,332317852.4298787,0.0,0.0
2025-01-27,35045.90337627287,34007.64226933124,35241.010512522975,32771.185953670865,238312802.90658614,0.0,0.0
2025-01-28,36169.5621739037,35045.90337627287,36497.25037034922,34213.263796633575,1027779848.5909475,0.0,0.0
2025-01-29,34993.461086439034,36169.5621739037,36216.54089442809,34594.31797624888,412876915.2918096,0.0,0.0
2025-01-30,36964.847805797785,34993.461086439034,37051.16658549422,34580.99307733705,427978488.50150913,0.0,0.0
2025-01-31,35099.857174569835,36964.847805797785,37612.351098491716,34875.85467978244,942547685.7101867,0.0,0.0
2025-02-03,35945.274566627115,35099.857174569835,36082.45297264613,34590.74630684406,640727626.3565477,0.0,0.0
2025-02-04,39123.95521399682,35945.274566627115,39322.08048546417,35919.54959968007,609374686.9790233,0.0,0.0
2025-02-05,37735.24598079,39123.95521399682,39365.66905364061,37733.20684030893,1432233817.3816566,0.0,0.0
2025-02-06,36987.3236773814,37735.24598079,38011.245092897094,36344.651531947195,351683044.02527183,0.0,0.0
2025-02-07,37183.38428536207,36987.3236773814,37424.64394521423,36153.22348332909,771556193.6881069,0.0,0.0
2025-02-10,36533.51022083275,37183.38428536207,37403.390269245625,36052.71335768096,499194602.3937624,0.0,0.0
2025-02-11,34494.66647865423,36533.51022083275,36764.21083332563,34380.33519645445,554898703.8303028,0.0,0.0
2025-02-12,34636.5717315336,34494.66647865423,34787.12384578691,34480.75520791751,1041819158.8061756,0.0,0.0
2025-02-13,33316.1601541493,34636.5717315336,35714.84326104307,33212.022429105025,625409928.4018677,0.0,0.0
2025-02-14,33972.08240367356,33316.1601541493,34415.991206806415,32295.81866611828,635007926.5435563,0.0,0.0
2025-02-17,32854.90210207425,33972.08240367356,34138.2178781787,32733.087271505836,829433643.5336345,0.0,0.0
2025-02-18,34900.406197574834,32854.90210207425,35529.24900478039,32518.804216527384,404241744.8170475,0.0,0.0
2025-02-19,33927.80358318551,34900.406197574834,35114.03614174002,33418.062078774965,318902243.2621723,0.0,0.0
2025-02-20,33565.424530265,33927.80358318551,34965.039916799295,33423.895770270516,287747927.46599436,0.0,0.0
2025-02-21,34671.227335499614,33565.424530265,35195.501180393956,32660.322858574375,181510072.37564528,0.0,0.0
2025-02-24,33136.56367788985,34671.227335499614,35644.16711536917,32818.03372369142,1356404878.646444,0.0,0.0
2025-02-25,33474.3941578042,33136.56367788985,33650.894671552924,32852.66004339369,279467291.0730906,0.0,0.0
2025-02-26,35231.91041176245,33474.3941578042,35241.6441320455,33186.89123213788,434355198.9994713,0.0,0.0
2025-02-27,33193.95744918446,35231.91041176245,36117.87174971773,32497.20527690965,422454940.7896616,0.0,0.0
2025-02-28,33394.25707843487,33193.95744918446,33558.01952991674,32733.57368228412,565772916.9750046,0.0,0.0
2025-03-03,33691.968571022735,33394.25707843487,33802.69749298057,33364.38739989293,729499037.3105137,0.0,0.0
2025-03-04,34673.259030933834,33691.968571022735,35104.631949304996,33365.01996729431,746000437.1649587,0.0,0.0
2025-03-05,33048.118300165836,34673.259030933834,35823.26804075895,32701.9938001423,362473266.0513388,0.0,0.0
2025-03-06,31399.352712106454,33048.118300165836,33164.91756701003,31214.024916047703,446271979.2679764,0.0,0.0
2025-03-07,31996.32517522369,31399.352712106454,32366.297976371727,30977.7253971894,558793177.0361363,0.0,0.0
2025-03-10,32327.11900087019,31996.32517522369,33044.09550367582,31691.477722592455,428437075.49890274,0.0,0.0
2025-03-11,32603.68125164429,32327.11900087019,33163.04013546926,31818.18376798297,1083728002.2126224,0.0,0.0
2025-03-12,33002.72836538939,32603.68125164429,33170.29794022736,32341.921678158636,620159633.232836,0.0,0.0
2025-03-13,32128.686656550006,33002.72836538939,33208.312878627854,31493.79453948055,700593851.7696286,0.0,0.0
2025-03-14,32381.100569914,32128.686656550006,32688.45316859208,32033.457419810704,675822235.5977069,0.0,0.0
2025-03-17,32711.009096008558,32381.100569914,33825.15891689678,31373.11210453471,872381100.9244897,0.0,0.0
2025-03-18,31803.18165929775,32711.009096008558,32800.24452686069,31474.406178656584,531126499.3428174,0.0,0.0
2025-03-19,34105.742381069984,31803.18165929775,34232.728591620544,30975.0440765073,253679958.86013725,0.0,0.0
2025-03-20,34690.692363698035,34105.742381069984,34929.72557844596,34004.49396814179,592489657.945146,0.0,0.0
2025-03-21,33122.138195790816,34690.692363698035,35132.917707369896,32798.492838706654,350307379.1249308,0.0,0.0
2025-03-24,33924.95650451469,33122.138195790816,34347.493101420754,32881.72819379283,372479164.1773574,0.0,0.0
2025-03-25,32658.756742445148,33924.95650451469,34360.59560288734,32501.82457027392,650454566.4129008,0.0,0.0
2025-03-26,33616.675385298804,32658.756742445148,33652.76266977607,32450.965755515608,901113280.9706299,0.0,0.0
2025-03-27,35094.655962117315,33616.675385298804,35346.10431854679,33353.035522080754,490352848.2383295,0.0,0.0
2025-03-28,33983.08629711633,35094.655962117315,35346.80044507779,33690.64484597882,566176546.0230118,0.0,0.0
2025-03-31,35214.96843699824,33983.08629711633,35391.21694459277,33970.671633958285,1136373027.1539414,0.0,0.0
2025-04-01,35735.940073512,35214.96843699824,36292.102052590126,34083.36869106774,547228272.0764371,0.0,0.0
2025-04-02,36833.03722827794,35735.940073512,37114.81902336868,34809.90938549514,1781713817.9139028,0.0,0.0
2025-04-03,39546.34702749265,36833.03722827794,39706.43554516966,36591.970338747706,643707393.4473671,0.0,0.0
2025-04-04,39140.14153718563,39546.34702749265,40126.94497092633,39117.8296144695,201161498.87973356,0.0,0.0
2025-04-07,37996.97699859163,39140.14153718563,39400.98705343658,37928.56458518527,707091623.7273129,0.0,0.0
2025-04-08,36697.36872293749,37996.97699859163,38212.02117092837,36359.65129398593,587025719.7624217,0.0,0.0
2025-04-09,35541.615045812374,36697.36872293749,37114.06107869901,34996.339551452365,924604260.125557,0.0,0.0
2025-04-10,35402.215388621895,35541.615045812374,36033.24372022014,35265.53989441431,679311725.8201166,0.0,0.0
2025-04-11,35828.30325704065,35402.215388621895,36295.6508263356,34516.14179696031,452714394.097825,0.0,0.0
2025-04-14,36170.80946597441,35828.30325704065,36906.32724640984,35613.75095048178,263048999.28453106,0.0,0.0
2025-04-15,37288.5156813764,36170.80946597441,37519.761289457674,35819.66545064231,437019498.63083696,0.0,0.0
2025-04-16,37269.655144603894,37288.5156813764,38338.25963268609,36999.53225229731,317103815.8099042,0.0,0.0
2025-04-17,39346.764800473175,37269.655144603894,39803.456324807295,36389.72598655403,362936438.04682636,0.0,0.0
2025-04-18,38914.105564996564,39346.764800473175,40081.36183850813,38198.61194887625,651175143.8823617,0.0,0.0
2025-04-21,43108.63064956972,38914.105564996564,44258.8035631536,38059.33298486835,1118162167.035068,0.0,0.0
2025-04-22,44101.71115354775,43108.63064956972,45091.382865020816,42963.49349139583,591005431.0437546,0.0,0.0
2025-04-23,42645.706311652735,44101.71115354775,44534.59083102768,41975.89261126332,266812965.98842537,0.0,0.0
2025-04-24,40904.197301735694,42645.706311652735,42681.263024918895,39871.001643736956,605945941.197675,0.0,0.0
2025-04-25,41619.40950426527,40904.197301735694,41794.19143787254,40622.6429153299,882540945.906212,0.0,0.0
2025-04-28,41226.244139343136,41619.40950426527,42322.04234754642,40559.19474853111,357665427.680522,0.0,0.0
2025-04-29,42317.76888323989,41226.244139343136,43870.250388527165,41202.4307458671,453720268.15242165,0.0,0.0
2025-04-30,43042.59022041593,42317.76888323989,43126.02043616929,42208.190850512394,488741411.8096964,0.0,0.0
2025-05-01,42880.73240953126,43042.59022041593,43113.2197501623,42312.35262972542,327680905.4084583,0.0,0.0
2025-05-02,41481.37103682836,42880.73240953126,43347.55347539879,41075.48232649917,670906416.7791407,0.0,0.0
2025-05-05,39121.81505642471,41481.37103682836,41780.66487303551,38196.74522009567,456694815.36135024,0.0,0.0
2025-05-06,38425.168441542795,39121.81505642471,39253.19629730376,37574.123766808516,598397748.4218938,0.0,0.0
2025-05-07,39656.53799779037,38425.168441542795,40126.75020197011,37629.7148003253,311295727.6507157,0.0,0.0
2025-05-08,39940.521681042854,39656.53799779037,40222.98206314459,39284.42323215418,389849314.69046456,0.0,0.0
2025-05-09,38055.792854138104,39940.521681042854,41068.05728412858,37829.85359494665,696230038.595428,0.0,0.0
2025-05-12,38268.77123411173,38055.792854138104,39041.084813513124,37773.782197645094,402652080.7992253,0.0,0.0
2025-05-13,38794.41339284144,38268.77123411173,39721.51450192837,38119.13626344599,1150522386.8504515,0.0,0.0
2025-05-14,37475.585550608164,38794.41339284144,39091.89807710703,37166.240432530045,397291929.49181783,0.0,0.0
2025-05-15,37657.46555836477,37475.585550608164,38216.45569989396,37098.043365863916,542849330.2504355,0.0,0.0
2025-05-16,37703.13148598343,37657.46555836477,37774.269897799444,37643.031035141226,773391089.5545346,0.0,0.0
2025-05-19,36064.54619767731,37703.13148598343,37734.64654140941,35430.13709929077,238723642.54975626,0.0,0.0
2025-05-20,36521.685325207465,36064.54619767731,37121.11110005407,35770.475804350775,201156866.90541473,0.0,0.0
2025-05-21,37271.01752885287,36521.685325207465,38217.215712068835,36318.653425005556,226254683.9145917,0.0,0.0
2025-05-22,38798.126598177405,37271.01752885287,39688.28190216814,36839.587586279355,912129060.4826368,0.0,0.0
2025-05-23,40342.94119022607,38798.126598177405,40438.55874062552,37140.35483994476,368175736.5264582,0.0,0.0
2025-05-26,38246.995337012966,40342.94119022607,40601.26575872771,37587.94279123118,1743394031.1183465,0.0,0.0
2025-05-27,36871.08547407049,38246.995337012966,38827.64460683016,35908.908442504304,365902038.3181738,0.0,0.0
2025-05-28,37562.22880904806,36871.08547407049,38494.63038337009,36670.631610123826,532064697.4173261,0.0,0.0
2025-05-29,38264.51091582542,37562.22880904806,38736.98421275937,36931.36935745981,1048949449.8276303,0.0,0.0
2025-05-30,38981.792212123735,38264.51091582542,39024.66319855904,37521.40561392182,1322839558.9356217,0.0,0.0
2025-06-02,45082.694883205746,38981.792212123735,45955.01858802012,38303.02558282589,1360001702.2094698,0.0,0.0
2025-06-03,46025.348856549484,45082.694883205746,46919.44564076358,44766.41642487695,887734362.8734239,0.0,0.0
2025-06-04,48006.85442030482,46025.348856549484,48248.65392793563,45786.12942599742,809584137.183528,0.0,0.0
2025-06-05,49729.37815122369,48006.85442030482,50974.369189828416,47973.06677931128,652462010.8851771,0.0,0.0
2025-06-06,50924.73384553155,49729.37815122369,51123.02815268345,49373.53399586542,715992706.2585646,0.0,0.0
2025-06-09,50267.99058224228,50924.73384553155,52072.94116782143,50210.06535079738,368299543.46313095,0.0,0.0
2025-06-10,51687.15689934635,50267.99058224228,51877.683304001395,49300.58896660326,322270095.6548864,0.0,0.0
2025-06-11,50141.14741177912,51687.15689934635,51898.60148844181,49391.83798994867,484347300.94673353,0.0,0.0
2025-06-12,49642.278986773854,50141.14741177912,52169.522272528,49274.61095598111,445589057.1609463,0.0,0.0
2025-06-13,48686.36710976331,49642.278986773854,49682.708800442255,47549.6023434449,386787488.68946105,0.0,0.0
2025-06-16,48789.26318989068,48686.36710976331,48958.270073500455,48373.716531382684,687239717.9363626,0.0,0.0
2025-06-17,53221.75799395611,48789.26318989068,53777.55789388539,47690.94872373974,782224705.394606,0.0,0.0
2025-06-18,49526.66543894292,53221.75799395611,54697.82840135558,48895.03572238436,507092222.3528869,0.0,0.0
2025-06-19,50784.39424567697,49526.66543894292,51642.57308473617,49267.651774712045,1015619939.1991963,0.0,0.0
2025-06-20,47717.8673056063,50784.39424567697,50989.22448471707,47467.879813754385,274141633.9247046,0.0,0.0
2025-06-23,46822.90440175859,47717.8673056063,48509.883152859555,46597.0060929275,440389565.9674545,0.0,0.0
2025-06-24,48752.31171820525,46822.90440175859,50634.1703075723,45364.31381724638,339026502.141844,0.0,0.0
2025-06-25,48822.69454491773,48752.31171820525,48866.0625976475,48473.00817485386,190799117.45378104,0.0,0.0
2025-06-26,46816.74580854646,48822.69454491773,48832.89552838212,46514.74855129197,465517224.9346026,0.0,0.0
2025-06-27,45515.79526484362,46816.74580854646,46833.68767960903,44812.38270346658,456512320.10108113,0.0,0.0
2025-06-30,46659.85359322809,45515.79526484362,46798.492682275246,45352.76508773789,1034025083.6846709,0.0,0.0
2025-07-01,45337.30469725516,46659.85359322809,46760.89112850353,45161.1406068376,665071985.9280185,0.0,0.0
2025-07-02,45666.072368689056,45337.30469725516,46059.02572950946,45203.77510322678,290730299.00332785,0.0,0.0
2025-07-03,45699.499828447864,45666.072368689056,46074.367529818875,45617.026144277675,1226028944.6160402,0.0,0.0
2025-07-04,44537.277715066964,45699.499828447864,45721.951949447124,44512.41105879774,893374878.7317293,0.0,0.0
2025-07-07,48269.332222006844,44537.277715066964,48662.7934842397,44051.17812918725,649068523.1329684,0.0,0.0
2025-07-08,49396.78485657246,48269.332222006844,49924.96920301475,48231.72132371286,433220741.022568,0.0,0.0
2025-07-09,45692.30577353606,49396.78485657246,49475.64452246545,45190.165557084845,300296350.98218554,0.0,0.0
2025-07-10,45971.20323686617,45692.30577353606,46147.02737910854,45636.98387364633,402778206.35275114,0.0,0.0
2025-07-11,44784.732915626206,45971.20323686617,47008.30874704052,44731.90807568507,836196599.152544,0.0,0.0
2025-07-14,46212.93627889858,44784.732915626206,48050.57276138684,43442.399656097325,1244865280.9891245,0.0,0.0
2025-07-15,44797.12560991698,46212.93627889858,46969.56232783669,44181.39292076462,1049544150.1518557,0.0,0.0
2025-07-16,44557.656048570876,44797.12560991698,45634.44113325158,44326.07533356303,379959523.9562435,0.0,0.0
2025-07-17,45375.554309383464,44557.656048570876,46786.77277581119,43890.62118044903,277183772.653516,0.0,0.0
2025-07-18,46846.30824314555,45375.554309383464,47087.112973096395,43404.266411277385,520574268.903718,0.0,0.0
2025-07-21,44712.85045885909,46846.30824314555,47107.31774268364,43312.19267070522,200390859.97317553,0.0,0.0
2025-07-22,44103.97417077183,44712.85045885909,45656.85835773429,44011.62731045188,570249109.2494502,0.0,0.0
2025-07-23,43271.83553427172,44103.97417077183,44618.54627725837,42552.53896545514,450648721.906125,0.0,0.0
2025-07-24,42168.58291037131,43271.83553427172,43992.6853642717,41510.81252076662,384318329.06097364,0.0,0.0
2025-07-25,45049.5377919824,42168.58291037131,46233.622395424194,41780.98580205716,218576902.33980796,0.0,0.0
2025-07-28,45702.455583120296,45049.5377919824,46343.897586163905,44337.69952862459,627215069.4665985,0.0,0.0
2025-07-29,43520.776243412736,45702.455583120296,46574.153436877205,43113.572602922315,371719308.4213935,0.0,0.0
2025-07-30,45020.46629137383,43520.776243412736,45507.816483864095,42271.27428929505,270299613.7140539,0.0,0.0
2025-07-31,48752.629202018514,45020.46629137383,49578.29283729906,44891.69713243496,115394689.5666225,0.0,0.0
